triplet,outgroup,C1,C2,mixprop1,mixprop2,lambda2Dist,lambda1Dist,BIC2Dist,BIC1Dist,count
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_SRR9008167_meg-127-BZ-littleb,SRR9008163_inv-225-Mis-littleb,0.0,1.3139999999999499,0.10823419474699662,0.8917658052530033,0.0005000000000000191,0.0008706153846153845,-154.28527799666173,-154.63911734334533,13
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_SRR9008167_meg-127-BZ-littleb,SRR9008167_meg-127-BZ-littleb,0.0,1.7808219178082192,0.7462425066159821,0.2537574933840178,0.0004964,0.0004964,-61.83503766008615,-64.47184713390412,5
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_GCa8-9-littleb-p,GCa3-11-bigB-p,0.0,2.5676783119517554,0.46409850049424195,0.535901499505758,0.0006032687166417537,0.001262877551020408,-1103.9959059171906,-1107.590061198136,98
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_GCa8-9-littleb-p,SRR9008163_inv-225-Mis-littleb,0,0,0,0,0,0,0,0,1
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_GCa8-9-littleb-p,GCa8-9-littleb-p,0.0,1.767999999999998,0.6584356515749963,0.3415643484250037,0.0005000000000000006,0.0005167500000000001,-49.30188514686589,-51.157316514099286,4
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_GCa3-9-littleb-p,GCa3-11-bigB-p,0.0,2.743046255372645,0.41143259429174195,0.588567405708258,0.0005621487413782303,0.0012748695652173914,-1041.0255162718865,-1037.8219103836707,92
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_GCa3-9-littleb-p,SRR9008163_inv-225-Mis-littleb,0.0,2.518199895406516,0.0705121461573443,0.9294878538426556,0.0006016202298965752,0.001436625,-86.77522380505908,-86.6478971187258,8
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_GCa3-9-littleb-p,GCa3-9-littleb-p,0.0,1.06,0.6831564279936901,0.31684357200630986,0.0001,0.0001,-46.25499638939496,-48.16342994318899,3
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_SRR9008136_ric-74-Ros-littleb,GCa3-11-bigB-p,0.0,3.330400374122078,0.584041766584962,0.415958233415038,0.0005795099036729975,0.0012054666666666666,-1019.6102012522529,-1025.2601224481207,90
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_SRR9008136_ric-74-Ros-littleb,SRR9008163_inv-225-Mis-littleb,0.0,4.957999999999997,0.8097749407330778,0.19022505926692218,0.0005000000000000003,0.0006912,-61.023185151984485,-61.16137549231018,5
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_SRR9008136_ric-74-Ros-littleb,SRR9008136_ric-74-Ros-littleb,0.0,2.5158306652436853,0.8518605016603507,0.1481394983396494,0.000351375,0.000351375,-105.76580374665373,-109.17906291812139,8
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_SRR9008118_int-124-Car-littleb,GCa3-11-bigB-p,0.0,3.0260100304387825,0.5084252530276817,0.49157474697231823,0.000654657446628737,0.0013923666666666667,-995.4960539113251,-999.3152518526862,90
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_SRR9008118_int-124-Car-littleb,SRR9008163_inv-225-Mis-littleb,0.0,2.2571662571662574,0.8776649695340185,0.12233503046598146,0.00030525,0.00030525,-52.78842266863524,-55.36874119866779,4
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_SRR9008118_int-124-Car-littleb,SRR9008118_int-124-Car-littleb,0.0,2.7153583617747437,0.8391293609135856,0.16087063908641427,0.0003255555555555556,0.0003255555555555556,-121.03777037468711,-124.34236922187263,9
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_SRR9008166_int-125-Car-littleb,GCa3-11-bigB-p,0.0,3.0260100304387825,0.5084252530276817,0.49157474697231823,0.000654657446628737,0.0013923666666666667,-995.4960539113251,-999.3152518526862,90
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_SRR9008166_int-125-Car-littleb,SRR9008163_inv-225-Mis-littleb,0.0,2.2571662571662574,0.8776649695340185,0.12233503046598146,0.00030525,0.00030525,-52.78842266863524,-55.36874119866779,4
GCa3-11-bigB-p_SRR9008163_inv-225-Mis-littleb_SRR9008166_int-125-Car-littleb,SRR9008166_int-125-Car-littleb,0.0,2.7153583617747437,0.8391293609135856,0.16087063908641427,0.0003255555555555556,0.0003255555555555556,-121.03777037468711,-124.34236922187263,9
GCa3-11-bigB-p_SRR9008167_meg-127-BZ-littleb_GCa8-9-littleb-p,GCa3-11-bigB-p,0.0,3.49951035218852,0.5718536300365783,0.4281463699634218,0.0005143576726024879,0.0011340454545454544,-1008.6835718324878,-1013.1483256202617,88
GCa3-11-bigB-p_SRR9008167_meg-127-BZ-littleb_GCa8-9-littleb-p,SRR9008167_meg-127-BZ-littleb,0.0,0.8299999999999996,1.8838860983054693e-11,0.9999999999811611,0.0005000000000000002,0.0005765,-25.70716274217103,-25.1409936924607,2
GCa3-11-bigB-p_SRR9008167_meg-127-BZ-littleb_GCa8-9-littleb-p,GCa8-9-littleb-p,0.0,1.3139999999999499,0.10823419474699662,0.8917658052530033,0.0005000000000000191,0.0008706153846153845,-154.28527799666173,-154.63911734334533,13
GCa3-11-bigB-p_SRR9008167_meg-127-BZ-littleb_GCa3-9-littleb-p,GCa3-11-bigB-p,0.0,3.5453717475609157,0.5554116005615886,0.44458839943841144,0.0005096785693187602,0.0011486941176470588,-973.533384234721,-976.3093691332509,85
GCa3-11-bigB-p_SRR9008167_meg-127-BZ-littleb_GCa3-9-littleb-p,SRR9008167_meg-127-BZ-littleb,0.0,1.7679999999999965,0.8138599854682047,0.1861400145317952,0.000500000000000001,0.0006314999999999999,-120.42042732528054,-125.04566723048052,10
GCa3-11-bigB-p_SRR9008167_meg-127-BZ-littleb_GCa3-9-littleb-p,GCa3-9-littleb-p,0.0,1.123799898938858,0.5870190972442113,0.41298090275578886,0.00049475,0.00049475,-100.58668255593662,-103.70388603402574,8
GCa3-11-bigB-p_SRR9008167_meg-127-BZ-littleb_SRR9008136_ric-74-Ros-littleb,GCa3-11-bigB-p,0.0,3.345630216527636,0.5305102338105442,0.46948976618945576,0.0005965991071397033,0.0013289080459770112,-971.2456597162754,-974.0052902947027,87
GCa3-11-bigB-p_SRR9008167_meg-127-BZ-littleb_SRR9008136_ric-74-Ros-littleb,SRR9008167_meg-127-BZ-littleb,0.0,4.957999999999996,0.5066409635209604,0.4933590364790396,0.0005000000000000004,0.001267,-23.989091896524396,-21.991266330012596,2
GCa3-11-bigB-p_SRR9008167_meg-127-BZ-littleb_SRR9008136_ric-74-Ros-littleb,SRR9008136_ric-74-Ros-littleb,0.0,1.5759999999999859,0.30788287480845317,0.6921171251915468,0.0005000000000000045,0.0007660714285714286,-169.47727852957684,-170.23952669631757,14
GCa3-11-bigB-p_SRR9008167_meg-127-BZ-littleb_SRR9008118_int-124-Car-littleb,GCa3-11-bigB-p,0.0,3.0646581141039952,0.5327263411820805,0.4672736588179195,0.000593214620460698,0.0012533690476190476,-945.0589686947023,-950.1317625570587,84
GCa3-11-bigB-p_SRR9008167_meg-127-BZ-littleb_SRR9008118_int-124-Car-littleb,SRR9008167_meg-127-BZ-littleb,0.0,0.8299999999999994,1.8234434260306196e-11,0.9999999999817656,0.0005000000000000003,0.000552,-25.90316274217198,-25.31470286618877,2
GCa3-11-bigB-p_SRR9008167_meg-127-BZ-littleb_SRR9008118_int-124-Car-littleb,SRR9008118_int-124-Car-littleb,0.0,1.3539999999999985,0.5582924183704426,0.44170758162955737,0.0005000000000000006,0.0006852352941176471,-206.55384839333274,-210.88222829904802,17
GCa3-11-bigB-p_SRR9008167_meg-127-BZ-littleb_SRR9008166_int-125-Car-littleb,GCa3-11-bigB-p,0.0,3.0545100310383164,0.533381757467979,0.46661824253202105,0.000595185473783502,0.0012546666666666667,-944.768698253106,-949.9579213169113,84
GCa3-11-bigB-p_SRR9008167_meg-127-BZ-littleb_SRR9008166_int-125-Car-littleb,SRR9008167_meg-127-BZ-littleb,0.0,0.8299999999999994,1.8234434260306196e-11,0.9999999999817656,0.0005000000000000003,0.000552,-25.90316274217198,-25.31470286618877,2
GCa3-11-bigB-p_SRR9008167_meg-127-BZ-littleb_SRR9008166_int-125-Car-littleb,SRR9008166_int-125-Car-littleb,0.0,1.3539999999999985,0.5582924183704426,0.44170758162955737,0.0005000000000000006,0.0006852352941176471,-206.55384839333274,-210.88222829904802,17
GCa3-11-bigB-p_GCa8-9-littleb-p_GCa3-9-littleb-p,GCa3-11-bigB-p,0.0,2.9813963214323027,0.3159309123882677,0.6840690876117325,0.0006060918459615906,0.0015481720430107527,-1029.3886646998194,-1013.0139495303746,93
GCa3-11-bigB-p_GCa8-9-littleb-p_GCa3-9-littleb-p,GCa8-9-littleb-p,0.0,1.480548998035455,8.079098313341266e-11,0.999999999919209,0.0007024421355726687,0.0013914444444444443,-100.85479432055399,-98.19620767192009,9
GCa3-11-bigB-p_GCa8-9-littleb-p_GCa3-9-littleb-p,GCa3-9-littleb-p,0,0,0,0,0,0,0,0,1
GCa3-11-bigB-p_GCa8-9-littleb-p_SRR9008136_ric-74-Ros-littleb,GCa3-11-bigB-p,0.0,3.492996154968114,0.6066322853161507,0.3933677146838493,0.000568280041527306,0.0011779569892473119,-1058.586225492698,-1063.8465098403162,93
GCa3-11-bigB-p_GCa8-9-littleb-p_SRR9008136_ric-74-Ros-littleb,GCa8-9-littleb-p,0.0,4.957999999999997,0.8097749407330778,0.19022505926692218,0.0005000000000000003,0.0006912,-61.023185151984485,-61.16137549231018,5
GCa3-11-bigB-p_GCa8-9-littleb-p_SRR9008136_ric-74-Ros-littleb,SRR9008136_ric-74-Ros-littleb,0.0,2.4898785425101218,0.8936154287395788,0.1063845712604213,0.0002964,0.0002964,-66.63059828976724,-69.62856873298932,5
GCa3-11-bigB-p_GCa8-9-littleb-p_SRR9008118_int-124-Car-littleb,GCa3-11-bigB-p,0.0,3.0150862815753494,0.5294119868150607,0.4705880131849393,0.000596997840824482,0.0012558494623655914,-1046.4107192706367,-1051.9368120706658,93
GCa3-11-bigB-p_GCa8-9-littleb-p_SRR9008118_int-124-Car-littleb,GCa8-9-littleb-p,0.0,2.2571662571662574,0.8776649695340185,0.12233503046598146,0.00030525,0.00030525,-52.78842266863524,-55.36874119866779,4
GCa3-11-bigB-p_GCa8-9-littleb-p_SRR9008118_int-124-Car-littleb,SRR9008118_int-124-Car-littleb,0.0,2.192379762648345,0.8132086087235955,0.18679139127640465,0.0002668333333333333,0.0002668333333333333,-82.04925975795967,-84.95487630111933,6
GCa3-11-bigB-p_GCa8-9-littleb-p_SRR9008166_int-125-Car-littleb,GCa3-11-bigB-p,0.0,3.0150862815753494,0.5294119868150607,0.4705880131849393,0.000596997840824482,0.0012558494623655914,-1046.4107192706367,-1051.9368120706658,93
GCa3-11-bigB-p_GCa8-9-littleb-p_SRR9008166_int-125-Car-littleb,GCa8-9-littleb-p,0.0,2.2571662571662574,0.8776649695340185,0.12233503046598146,0.00030525,0.00030525,-52.78842266863524,-55.36874119866779,4
GCa3-11-bigB-p_GCa8-9-littleb-p_SRR9008166_int-125-Car-littleb,SRR9008166_int-125-Car-littleb,0.0,2.192379762648345,0.8132086087235955,0.18679139127640465,0.0002668333333333333,0.0002668333333333333,-82.04925975795967,-84.95487630111933,6
GCa3-11-bigB-p_GCa3-9-littleb-p_SRR9008136_ric-74-Ros-littleb,GCa3-11-bigB-p,0.0,3.1364907379923435,0.5451751614711462,0.4548248385288538,0.0005914253077588806,0.0012389555555555555,-1015.2187382744346,-1020.3277690058192,90
GCa3-11-bigB-p_GCa3-9-littleb-p_SRR9008136_ric-74-Ros-littleb,GCa3-9-littleb-p,0.0,1.9642857142857144,0.6600989072951757,0.33990109270482427,2.7999999999999996e-05,2.7999999999999996e-05,-36.45689169234943,-37.24007701059634,2
GCa3-11-bigB-p_GCa3-9-littleb-p_SRR9008136_ric-74-Ros-littleb,SRR9008136_ric-74-Ros-littleb,0.0,1.767999999999995,0.1483555667675006,0.8516444332324994,0.0005000000000000014,0.0009639999999999999,-129.80031421057885,-128.37932852098368,11
GCa3-11-bigB-p_GCa3-9-littleb-p_SRR9008118_int-124-Car-littleb,GCa3-11-bigB-p,0.0,3.334774900005425,0.49857728923662087,0.5014227107633792,0.0005418656593574158,0.0012307613636363636,-998.3576809248578,-998.7441890890025,88
GCa3-11-bigB-p_GCa3-9-littleb-p_SRR9008118_int-124-Car-littleb,GCa3-9-littleb-p,0,0,0,0,0,0,0,0,1
GCa3-11-bigB-p_GCa3-9-littleb-p_SRR9008118_int-124-Car-littleb,SRR9008118_int-124-Car-littleb,0.0,2.0799999999999854,0.4278072392193603,0.5721927607806396,0.0005000000000000035,0.0009707857142857142,-159.66634622462885,-163.6082770598619,14
GCa3-11-bigB-p_GCa3-9-littleb-p_SRR9008166_int-125-Car-littleb,GCa3-11-bigB-p,0.0,3.334774900005425,0.49857728923662087,0.5014227107633792,0.0005418656593574158,0.0012307613636363636,-998.3576809248578,-998.7441890890025,88
GCa3-11-bigB-p_GCa3-9-littleb-p_SRR9008166_int-125-Car-littleb,GCa3-9-littleb-p,0,0,0,0,0,0,0,0,1
GCa3-11-bigB-p_GCa3-9-littleb-p_SRR9008166_int-125-Car-littleb,SRR9008166_int-125-Car-littleb,0.0,2.0799999999999854,0.4278072392193603,0.5721927607806396,0.0005000000000000035,0.0009707857142857142,-159.66634622462885,-163.6082770598619,14
GCa3-11-bigB-p_SRR9008136_ric-74-Ros-littleb_SRR9008118_int-124-Car-littleb,GCa3-11-bigB-p,0.0,2.7025139216425553,0.5213680173555121,0.4786319826444879,0.0005968516894890362,0.0011898764044943819,-1009.3174109359805,-1016.1466029762073,89
GCa3-11-bigB-p_SRR9008136_ric-74-Ros-littleb_SRR9008118_int-124-Car-littleb,SRR9008136_ric-74-Ros-littleb,0.0,1.1387283236994221,0.6017434229170906,0.3982565770829093,0.000346,0.000346,-65.50468122710295,-68.08127991663139,5
GCa3-11-bigB-p_SRR9008136_ric-74-Ros-littleb_SRR9008118_int-124-Car-littleb,SRR9008118_int-124-Car-littleb,0.0,5.463026444662096,0.8958272611437318,0.10417273885626814,0.0004537777777777778,0.0004537777777777778,-117.38603082761601,-118.36502863095065,9
GCa3-11-bigB-p_SRR9008136_ric-74-Ros-littleb_SRR9008166_int-125-Car-littleb,GCa3-11-bigB-p,0.0,2.7023855806714954,0.5213960481059791,0.4786039518940209,0.000596880035009363,0.0011898651685393257,-1009.3170766071931,-1016.148283830988,89
GCa3-11-bigB-p_SRR9008136_ric-74-Ros-littleb_SRR9008166_int-125-Car-littleb,SRR9008136_ric-74-Ros-littleb,0.0,1.1387283236994221,0.6017434229170906,0.3982565770829093,0.000346,0.000346,-65.50468122710295,-68.08127991663139,5
GCa3-11-bigB-p_SRR9008136_ric-74-Ros-littleb_SRR9008166_int-125-Car-littleb,SRR9008166_int-125-Car-littleb,0.0,5.463026444662096,0.8958272611437318,0.10417273885626814,0.0004537777777777778,0.0004537777777777778,-117.38603082761601,-118.36502863095065,9
GCa3-11-bigB-p_SRR9008118_int-124-Car-littleb_SRR9008166_int-125-Car-littleb,GCa3-11-bigB-p,0.0,2.749245814512372,0.43816740320873604,0.561832596791264,0.0009104315033553855,0.0019108543689320386,-1080.6612099713495,-1078.967464624241,103
GCa3-11-bigB-p_SRR9008118_int-124-Car-littleb_SRR9008166_int-125-Car-littleb,SRR9008118_int-124-Car-littleb,0,0,0,0,0,0,0,0,0
GCa3-11-bigB-p_SRR9008118_int-124-Car-littleb_SRR9008166_int-125-Car-littleb,SRR9008166_int-125-Car-littleb,0,0,0,0,0,0,0,0,0
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008217_int-122-Car-bigB,SRR9008214_meg-130-BZ-bigB,0.0,4.984924623115578,0.8861548256540916,0.11384517434590831,0.00042287499999999997,0.00042287499999999997,-104.8297928590206,-106.21550135213458,8
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008217_int-122-Car-bigB,SRR9008158_sae-47-Bel-bigB,0.0,1.5919891768053858,0.7302804302536965,0.2697195697463036,0.0005000033992676496,0.0006967849462365591,-1148.8207922471663,-1161.5076755511761,93
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008217_int-122-Car-bigB,SRR9008217_int-122-Car-bigB,0.0,3.2939999999999987,0.538496361895637,0.46150363810436296,0.0005000000000000002,0.000824,-24.382772871276728,-23.712212931659263,2
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008197_ric-96-Ros-bigB,SRR9008214_meg-130-BZ-bigB,0.0,4.215999999999998,0.8534328651891082,0.1465671348108918,0.0005000000000000002,0.0005765000000000001,-74.01082048812425,-75.71066314983386,6
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008197_ric-96-Ros-bigB,SRR9008158_sae-47-Bel-bigB,0.0,1.5799999999999446,0.6521824120997974,0.34781758790020273,0.0005000000000000176,0.0007140645161290322,-1147.259369206021,-1156.951327329621,93
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008197_ric-96-Ros-bigB,SRR9008197_ric-96-Ros-bigB,0.0,3.293999999999995,0.7807300708940197,0.21926992910598028,0.0005000000000000008,0.00063375,-47.88275723625097,-49.52455366335116,4
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008232_xAdR-134-Bra-bigB,SRR9008214_meg-130-BZ-bigB,0.0,4.215999999999998,0.8525470259413858,0.1474529740586142,0.0005000000000000002,0.0006025000000000001,-73.39539174457343,-75.18131524196552,6
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008232_xAdR-134-Bra-bigB,SRR9008158_sae-47-Bel-bigB,0.0,2.3759999999994372,0.7113064517125912,0.2886935482874087,0.0005000000000001184,0.0008168829787234043,-1128.1624804416422,-1144.139469994567,94
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008232_xAdR-134-Bra-bigB,SRR9008232_xAdR-134-Bra-bigB,0.0,3.293999999999997,0.6456153636843714,0.3543846363156285,0.0005000000000000004,0.0008743333333333333,-33.89902756157287,-35.15368091192495,3
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008275_inv-223-Cor-bigB,SRR9008214_meg-130-BZ-bigB,0.0,4.215999999999999,0.820484973584416,0.17951502641558384,0.0005000000000000001,0.0006358,-60.80139262780346,-61.99682718244162,5
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008275_inv-223-Cor-bigB,SRR9008158_sae-47-Bel-bigB,0.0,1.6319999999999981,0.7440121769633133,0.2559878230366866,0.0005000000000000006,0.0006462,-1192.4390128120701,-1200.8824089774369,95
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008275_inv-223-Cor-bigB,SRR9008275_inv-223-Cor-bigB,0.0,1.9859999999999955,0.12916004591709443,0.8708399540829056,0.0005000000000000011,0.001014,-33.610737337271544,-34.264501954210765,3
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008168_xAdR-135-Pos-littleb,SRR9008214_meg-130-BZ-bigB,0.0,0.5703259005145798,5.582052014899871e-06,0.999994417947985,0.00023320000000000003,0.00023320000000000003,-71.42183451700883,-72.02670312244527,5
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008168_xAdR-135-Pos-littleb,SRR9008158_sae-47-Bel-bigB,0.0,1.4851400550060216,0.7578612905310309,0.24213870946896923,0.0005299163518937001,0.0007033191489361701,-1160.4004359921769,-1172.2802653156639,94
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008168_xAdR-135-Pos-littleb,SRR9008168_xAdR-135-Pos-littleb,0.0,1.985999999999996,0.4146168131419963,0.5853831868580037,0.000500000000000001,0.000838,-45.86387438416302,-47.289645298737646,4
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008163_inv-225-Mis-littleb,SRR9008214_meg-130-BZ-bigB,0.0,11.611999999999993,0.8333453035258996,0.16665469647410017,0.0005000000000000002,0.0012356666666666666,-72.61075897779538,-66.56197625255176,6
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008163_inv-225-Mis-littleb,SRR9008158_sae-47-Bel-bigB,0.0,1.5399999999999983,0.7440714341954231,0.255928565804577,0.0005000000000000006,0.0005963548387096774,-1184.98466348609,-1190.4568949108839,93
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008163_inv-225-Mis-littleb,SRR9008163_inv-225-Mis-littleb,0.0,1.985999999999996,0.4146168131419963,0.5853831868580037,0.000500000000000001,0.000838,-45.86387438416302,-47.289645298737646,4
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008167_meg-127-BZ-littleb,SRR9008214_meg-130-BZ-bigB,0.0,10.925999999999988,0.8000251704763255,0.19997482952367446,0.0005000000000000007,0.0012834,-60.97475202812769,-54.97298681404449,5
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008167_meg-127-BZ-littleb,SRR9008158_sae-47-Bel-bigB,0.0,1.551999999999989,0.659680777752737,0.3403192222472627,0.0005000000000000036,0.000690563829787234,-1167.5146662931627,-1175.7211093114515,94
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008167_meg-127-BZ-littleb,SRR9008167_meg-127-BZ-littleb,0.0,1.985999999999996,0.4146168131419963,0.5853831868580037,0.000500000000000001,0.000838,-45.86387438416302,-47.289645298737646,4
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_GCa8-9-littleb-p,SRR9008214_meg-130-BZ-bigB,0.0,9.295999999999989,0.8334546577813148,0.16654534221868522,0.0005000000000000007,0.0010426666666666668,-72.61292126777477,-68.59992547037812,6
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_GCa8-9-littleb-p,SRR9008158_sae-47-Bel-bigB,0.0,1.5519999999999963,0.7325968493097947,0.26740315069020515,0.0005000000000000012,0.0005820645161290323,-1191.0501984160435,-1194.9682435961777,93
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_GCa8-9-littleb-p,GCa8-9-littleb-p,0.0,1.985999999999996,0.4146168131419963,0.5853831868580037,0.000500000000000001,0.000838,-45.86387438416302,-47.289645298737646,4
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_GCa3-9-littleb-p,SRR9008214_meg-130-BZ-bigB,0.0,1.3650497512437811,0.7803223784410813,0.2196776215589186,0.0003216,0.0003216,-65.81892529110641,-68.81258229416052,5
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_GCa3-9-littleb-p,SRR9008158_sae-47-Bel-bigB,0.0,1.5269335431657147,0.7224828054103717,0.2775171945896281,0.0005213062504015028,0.0007157446808510637,-1157.163756886154,-1168.9878697881693,94
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_GCa3-9-littleb-p,GCa3-9-littleb-p,0.0,1.985999999999996,0.4146168131419963,0.5853831868580037,0.000500000000000001,0.000838,-45.86387438416302,-47.289645298737646,4
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008136_ric-74-Ros-littleb,SRR9008214_meg-130-BZ-bigB,0.0,1.3650497512437811,0.7803223784410813,0.2196776215589186,0.0003216,0.0003216,-65.81892529110641,-68.81258229416052,5
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008136_ric-74-Ros-littleb,SRR9008158_sae-47-Bel-bigB,0.0,1.4939999999999978,0.7274805738895083,0.2725194261104918,0.0005000000000000008,0.0006191382978723405,-1189.8188916085946,-1196.2469003108038,94
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008136_ric-74-Ros-littleb,SRR9008136_ric-74-Ros-littleb,0.0,1.985999999999996,0.4146168131419963,0.5853831868580037,0.000500000000000001,0.000838,-45.86387438416302,-47.289645298737646,4
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008118_int-124-Car-littleb,SRR9008214_meg-130-BZ-bigB,0.0,11.611999999999943,0.8333470176021066,0.16665298239789347,0.0005000000000000024,0.0011618333333333333,-74.3827384113216,-67.3013132712431,6
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008118_int-124-Car-littleb,SRR9008158_sae-47-Bel-bigB,0.0,1.5559999999999767,0.7730877043645794,0.22691229563542045,0.0005000000000000075,0.0005645106382978723,-1208.588360719932,-1213.6123550751606,94
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008118_int-124-Car-littleb,SRR9008118_int-124-Car-littleb,0.0,1.9859999999999973,0.4339976262153931,0.5660023737846069,0.0005000000000000007,0.0008879999999999999,-34.09336097669715,-35.060620601164516,3
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008166_int-125-Car-littleb,SRR9008214_meg-130-BZ-bigB,0.0,11.611999999999943,0.8333470176021066,0.16665298239789347,0.0005000000000000024,0.0011618333333333333,-74.3827384113216,-67.3013132712431,6
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008166_int-125-Car-littleb,SRR9008158_sae-47-Bel-bigB,0.0,1.5559999999999767,0.7730877043645794,0.22691229563542045,0.0005000000000000075,0.0005645106382978723,-1208.588360719932,-1213.6123550751606,94
SRR9008214_meg-130-BZ-bigB_SRR9008158_sae-47-Bel-bigB_SRR9008166_int-125-Car-littleb,SRR9008166_int-125-Car-littleb,0.0,1.9859999999999973,0.4339976262153931,0.5660023737846069,0.0005000000000000007,0.0008879999999999999,-34.09336097669715,-35.060620601164516,3
SRR9008214_meg-130-BZ-bigB_SRR9008217_int-122-Car-bigB_SRR9008197_ric-96-Ros-bigB,SRR9008214_meg-130-BZ-bigB,0.0,1.003999900057201,0.7553878106482149,0.2446121893517851,0.0005000000497723151,0.0006084186046511628,-539.1339826409742,-547.0384778675375,43
SRR9008214_meg-130-BZ-bigB_SRR9008217_int-122-Car-bigB_SRR9008197_ric-96-Ros-bigB,SRR9008217_int-122-Car-bigB,0.0,1.8310021962778869,0.9175749811498268,0.0824250188501732,0.00024030555555555556,0.00024030555555555556,-517.6619957749566,-524.4356303908244,36
SRR9008214_meg-130-BZ-bigB_SRR9008217_int-122-Car-bigB_SRR9008197_ric-96-Ros-bigB,SRR9008197_ric-96-Ros-bigB,0.0,4.039843651494136,0.9416897275067315,0.058310272493268395,0.0003304583333333334,0.0003304583333333334,-328.6431748499132,-333.5433851246393,24
SRR9008214_meg-130-BZ-bigB_SRR9008217_int-122-Car-bigB_SRR9008232_xAdR-134-Bra-bigB,SRR9008214_meg-130-BZ-bigB,0.0,10.570562044266634,0.969727017410582,0.030272982589418133,0.0004696060606060606,0.0004696060606060606,-440.10622198247876,-436.3021737589993,33
SRR9008214_meg-130-BZ-bigB_SRR9008217_int-122-Car-bigB_SRR9008232_xAdR-134-Bra-bigB,SRR9008217_int-122-Car-bigB,0.0,1.1574886375647397,0.8303099781411943,0.16969002185880572,0.000402595744680851,0.000402595744680851,-630.2520883640067,-637.0021481528246,47
