#topo1 (geminata,(saevissima,(pusillignis,(invicta/macdonaghi_Sb,(invicta/macdonaghi_SB,(richteri_Sb,richteri_SB))))));
#topo2 (geminata,(saevissima,(pusillignis,(invicta/macdonaghi_Sb,(richteri_Sb,(invicta/macdonaghi_SB,richteri_SB))))));
#topo3 (geminata,(saevissima,(pusillignis,(invicta/macdonaghi_Sb,(richteri_SB,(invicta/macdonaghi_SB,richteri_Sb))))));
#topo4 (geminata,(saevissima,(pusillignis,(invicta/macdonaghi_SB,(invicta/macdonaghi_Sb,(richteri_Sb,richteri_SB))))));
#topo5 (geminata,(saevissima,(pusillignis,(invicta/macdonaghi_SB,(richteri_Sb,(invicta/macdonaghi_Sb,richteri_SB))))));
#topo6 (geminata,(saevissima,(pusillignis,(invicta/macdonaghi_SB,(richteri_SB,(invicta/macdonaghi_Sb,richteri_Sb))))));
#topo7 (geminata,(saevissima,(pusillignis,(richteri_Sb,(invicta/macdonaghi_Sb,(invicta/macdonaghi_SB,richteri_SB))))));
#topo8 (geminata,(saevissima,(pusillignis,(richteri_Sb,(invicta/macdonaghi_SB,(invicta/macdonaghi_Sb,richteri_SB))))));
#topo9 (geminata,(saevissima,(pusillignis,(richteri_Sb,(richteri_SB,(invicta/macdonaghi_Sb,invicta/macdonaghi_SB))))));
#topo10 (geminata,(saevissima,(pusillignis,(richteri_SB,(invicta/macdonaghi_Sb,(invicta/macdonaghi_SB,richteri_Sb))))));
#topo11 (geminata,(saevissima,(pusillignis,(richteri_SB,(invicta/macdonaghi_SB,(invicta/macdonaghi_Sb,richteri_Sb))))));
#topo12 (geminata,(saevissima,(pusillignis,(richteri_SB,(richteri_Sb,(invicta/macdonaghi_Sb,invicta/macdonaghi_SB))))));
#topo13 (geminata,(saevissima,(pusillignis,((invicta/macdonaghi_Sb,invicta/macdonaghi_SB),(richteri_Sb,richteri_SB)))));
#topo14 (geminata,(saevissima,(pusillignis,((invicta/macdonaghi_Sb,richteri_Sb),(invicta/macdonaghi_SB,richteri_SB)))));
