"tax1","tax2","value"
"SRR9008133-ric-91-Ros-littleb","U14-1-littleb-p",0.120510475407266
"U14-1-littleb-p","SRR9008133-ric-91-Ros-littleb",0.120510475407266
"SRR9008133-ric-91-Ros-littleb","AR104-1-littleb-p",0.120324464813066
"AR104-1-littleb-p","SRR9008133-ric-91-Ros-littleb",0.120324464813066
"U13-1-littleb-p","SRR9008242-inv-224-Bra-littleb",0.119669593541096
"SRR9008242-inv-224-Bra-littleb","U13-1-littleb-p",0.119669593541096
"U13-1-littleb-p","SRR9008228-inv-199-Cor-littleb",0.119003070552024
"SRR9008228-inv-199-Cor-littleb","U13-1-littleb-p",0.119003070552024
"SRR9008231-inv-215-Cor-littleb","U14-1-littleb-p",0.118557454401581
"U14-1-littleb-p","SRR9008231-inv-215-Cor-littleb",0.118557454401581
"SRR9008231-inv-215-Cor-littleb","SRR9008173-mac-146-Col-littleb",0.11763913223989
"SRR9008173-mac-146-Col-littleb","SRR9008231-inv-215-Cor-littleb",0.11763913223989
"AR179-5-littleb-p","SRR9008173-mac-146-Col-littleb",0.116469505804764
"SRR9008173-mac-146-Col-littleb","AR179-5-littleb-p",0.116469505804764
"SRR9008116-ric-115-Gua-littleb","SRR9008173-mac-146-Col-littleb",0.115720142849076
"SRR9008173-mac-146-Col-littleb","SRR9008116-ric-115-Gua-littleb",0.115720142849076
"SRR9008263-inv-180-For-bigB","SRR7028246-AL-150-bigB-m",0.115421680759972
"SRR7028246-AL-150-bigB-m","SRR9008263-inv-180-For-bigB",0.115421680759972
"SRR9008133-ric-91-Ros-littleb","Km466-8-littleb-p",0.114970450204251
"Km466-8-littleb-p","SRR9008133-ric-91-Ros-littleb",0.114970450204251
"Km466-8-littleb-p","SRR9008242-inv-224-Bra-littleb",0.114540820264509
"SRR9008242-inv-224-Bra-littleb","Km466-8-littleb-p",0.114540820264509
"SRR9008184-ric-78-Ros-bigB","SRR9008218-ric-99-Bol-bigB",0.113685383522695
"SRR9008218-ric-99-Bol-bigB","SRR9008184-ric-78-Ros-bigB",0.113685383522695
"Cox1-1-bigB-m","SRR9008261-inv-230-Sao-bigB",0.111945908194184
"SRR9008261-inv-230-Sao-bigB","Cox1-1-bigB-m",0.111945908194184
"SRR9008184-ric-78-Ros-bigB","SRR9008155-ric-73-Ros-bigB",0.111896687362012
"SRR9008155-ric-73-Ros-bigB","SRR9008184-ric-78-Ros-bigB",0.111896687362012
"SRR9008242-inv-224-Bra-littleb","U14-1-littleb-p",0.111695883515555
"U14-1-littleb-p","SRR9008242-inv-224-Bra-littleb",0.111695883515555
"SRR9008218-ric-99-Bol-bigB","SRR9008159-ric-118-Sal-bigB",0.110978587286538
"SRR9008159-ric-118-Sal-bigB","SRR9008218-ric-99-Bol-bigB",0.110978587286538
"AR172-1-littleb-p","SRR9008133-ric-91-Ros-littleb",0.109801424639331
"SRR9008133-ric-91-Ros-littleb","AR172-1-littleb-p",0.109801424639331
"SRR9008242-inv-224-Bra-littleb","SRR9008173-mac-146-Col-littleb",0.109266114178821
"SRR9008173-mac-146-Col-littleb","SRR9008242-inv-224-Bra-littleb",0.109266114178821
"AR172-1-littleb-p","AR179-5-littleb-p",0.108760871062663
"AR179-5-littleb-p","AR172-1-littleb-p",0.108760871062663
"AR104-1-littleb-p","SRR9008173-mac-146-Col-littleb",0.107934182043381
"SRR9008173-mac-146-Col-littleb","AR104-1-littleb-p",0.107934182043381
"SRR9008189-ric-105-Bol-littleb","SRR9008173-mac-146-Col-littleb",0.10762682436551
"SRR9008173-mac-146-Col-littleb","SRR9008189-ric-105-Bol-littleb",0.10762682436551
"SRR9008228-inv-199-Cor-littleb","SRR9008173-mac-146-Col-littleb",0.107451962472812
"SRR9008173-mac-146-Col-littleb","SRR9008228-inv-199-Cor-littleb",0.107451962472812
"Km466-8-littleb-p","U14-1-littleb-p",0.107316771225323
"U14-1-littleb-p","Km466-8-littleb-p",0.107316771225323
"SRR9008135-ric-76-Ros-littleb","SRR9008173-mac-146-Col-littleb",0.106640072079766
"SRR9008173-mac-146-Col-littleb","SRR9008135-ric-76-Ros-littleb",0.106640072079766
"SRR9008184-ric-78-Ros-bigB","SRR9008159-ric-118-Sal-bigB",0.104234090304205
"SRR9008159-ric-118-Sal-bigB","SRR9008184-ric-78-Ros-bigB",0.104234090304205
"AR172-1-littleb-p","SRR9008189-ric-105-Bol-littleb",0.103499788971212
"SRR9008189-ric-105-Bol-littleb","AR172-1-littleb-p",0.103499788971212
"SRR9008152-ric-67-Ros-bigB","SRR9008200-ric-88-Ros-bigB",0.103497868501154
"SRR9008200-ric-88-Ros-bigB","SRR9008152-ric-67-Ros-bigB",0.103497868501154
"U93-2-littleb-p","U94-1-littleb-p",0.101654867480084
"U94-1-littleb-p","U93-2-littleb-p",0.101654867480084
"U13-1-littleb-p","SRR9008163-inv-225-Mis-littleb",0.101147916611439
"SRR9008163-inv-225-Mis-littleb","U13-1-littleb-p",0.101147916611439
"SRR9008133-ric-91-Ros-littleb","SRR9008173-mac-146-Col-littleb",0.100517392288954
"SRR9008173-mac-146-Col-littleb","SRR9008133-ric-91-Ros-littleb",0.100517392288954
"SRR9008185-ric-70-Ros-bigB","SRR9008218-ric-99-Bol-bigB",0.0996037293337094
"SRR9008218-ric-99-Bol-bigB","SRR9008185-ric-70-Ros-bigB",0.0996037293337094
"U13-1-littleb-p","SRR9008231-inv-215-Cor-littleb",0.0992757343943525
"SRR9008231-inv-215-Cor-littleb","U13-1-littleb-p",0.0992757343943525
"SRR9008184-ric-78-Ros-bigB","SRR9008200-ric-88-Ros-bigB",0.0975928218625116
"SRR9008200-ric-88-Ros-bigB","SRR9008184-ric-78-Ros-bigB",0.0975928218625116
"U13-1-littleb-p","AR104-1-littleb-p",0.0969795425538483
"AR104-1-littleb-p","U13-1-littleb-p",0.0969795425538483
"SRR9008185-ric-70-Ros-bigB","SRR9008159-ric-118-Sal-bigB",0.096872144243506
"SRR9008159-ric-118-Sal-bigB","SRR9008185-ric-70-Ros-bigB",0.096872144243506
"U93-2-littleb-p","AR172-1-littleb-p",0.095238451487471
"AR172-1-littleb-p","U93-2-littleb-p",0.095238451487471
"SRR9008184-ric-78-Ros-bigB","SRR9008185-ric-70-Ros-bigB",0.0943559714536606
"SRR9008185-ric-70-Ros-bigB","SRR9008184-ric-78-Ros-bigB",0.0943559714536606
"AR172-1-littleb-p","SRR9008228-inv-199-Cor-littleb",0.0942490861858631
"SRR9008228-inv-199-Cor-littleb","AR172-1-littleb-p",0.0942490861858631
"U94-1-littleb-p","AR179-5-littleb-p",0.0939985677603371
"AR179-5-littleb-p","U94-1-littleb-p",0.0939985677603371
"U13-1-littleb-p","Km466-8-littleb-p",0.0939803502553978
"Km466-8-littleb-p","U13-1-littleb-p",0.0939803502553978
"SRR9008165-mac-143-Gua-littleb","SRR9008173-mac-146-Col-littleb",0.0938030874925514
"SRR9008173-mac-146-Col-littleb","SRR9008165-mac-143-Gua-littleb",0.0938030874925514
"SRR9008152-ric-67-Ros-bigB","SRR9008155-ric-73-Ros-bigB",0.0934405069916015
"SRR9008155-ric-73-Ros-bigB","SRR9008152-ric-67-Ros-bigB",0.0934405069916015
"SRR9008152-ric-67-Ros-bigB","SRR9008176-ric-110-Gua-bigB",0.0929029127740876
"SRR9008176-ric-110-Gua-bigB","SRR9008152-ric-67-Ros-bigB",0.0929029127740876
"SRR9008155-ric-73-Ros-bigB","SRR9008176-ric-110-Gua-bigB",0.0909484623695802
"SRR9008176-ric-110-Gua-bigB","SRR9008155-ric-73-Ros-bigB",0.0909484623695802
"AR169-14-bigB-p","SRR9008218-ric-99-Bol-bigB",0.0895877969455752
"SRR9008218-ric-99-Bol-bigB","AR169-14-bigB-p",0.0895877969455752
"SRR9008173-mac-146-Col-littleb","U14-1-littleb-p",0.0888817806366115
"U14-1-littleb-p","SRR9008173-mac-146-Col-littleb",0.0888817806366115
"U13-1-littleb-p","U14-1-littleb-p",0.0886494296245291
"U14-1-littleb-p","U13-1-littleb-p",0.0886494296245291
"U94-1-littleb-p","SRR9008228-inv-199-Cor-littleb",0.0886434843327239
"SRR9008228-inv-199-Cor-littleb","U94-1-littleb-p",0.0886434843327239
"AR172-1-littleb-p","SRR9008242-inv-224-Bra-littleb",0.0882585326059626
"SRR9008242-inv-224-Bra-littleb","AR172-1-littleb-p",0.0882585326059626
"U13-1-littleb-p","SRR9008165-mac-143-Gua-littleb",0.0872385853669118
"SRR9008165-mac-143-Gua-littleb","U13-1-littleb-p",0.0872385853669118
"SRR9008155-ric-73-Ros-bigB","SRR9008159-ric-118-Sal-bigB",0.0862583445299926
"SRR9008159-ric-118-Sal-bigB","SRR9008155-ric-73-Ros-bigB",0.0862583445299926
"U93-2-littleb-p","SRR9008189-ric-105-Bol-littleb",0.084468395799805
"SRR9008189-ric-105-Bol-littleb","U93-2-littleb-p",0.084468395799805
"SRR9008200-ric-88-Ros-bigB","SRR9008176-ric-110-Gua-bigB",0.0819996506488146
"SRR9008176-ric-110-Gua-bigB","SRR9008200-ric-88-Ros-bigB",0.0819996506488146
"U94-1-littleb-p","SRR9008165-mac-143-Gua-littleb",0.0813804821704504
"SRR9008165-mac-143-Gua-littleb","U94-1-littleb-p",0.0813804821704504
"SRR9008200-ric-88-Ros-bigB","SRR9008155-ric-73-Ros-bigB",0.0810461539912802
"SRR9008155-ric-73-Ros-bigB","SRR9008200-ric-88-Ros-bigB",0.0810461539912802
"SRR9008146-inv-226-Cor-bigB","SRR9008261-inv-230-Sao-bigB",0.0803989210769428
"SRR9008261-inv-230-Sao-bigB","SRR9008146-inv-226-Cor-bigB",0.0803989210769428
"U94-1-littleb-p","SRR9008242-inv-224-Bra-littleb",0.0786331863749461
"SRR9008242-inv-224-Bra-littleb","U94-1-littleb-p",0.0786331863749461
"SRR9008218-ric-99-Bol-bigB","SRR9008176-ric-110-Gua-bigB",0.0780795748966068
"SRR9008176-ric-110-Gua-bigB","SRR9008218-ric-99-Bol-bigB",0.0780795748966068
"AR104-1-littleb-p","AR179-5-littleb-p",0.0780763571904583
"AR179-5-littleb-p","AR104-1-littleb-p",0.0780763571904583
"U94-1-littleb-p","SRR9008163-inv-225-Mis-littleb",0.0779300819632814
"SRR9008163-inv-225-Mis-littleb","U94-1-littleb-p",0.0779300819632814
"AR172-1-littleb-p","SRR9008165-mac-143-Gua-littleb",0.0771209137211766
"SRR9008165-mac-143-Gua-littleb","AR172-1-littleb-p",0.0771209137211766
"SRR9008152-ric-67-Ros-bigB","SRR9008185-ric-70-Ros-bigB",0.0767665622446645
"SRR9008185-ric-70-Ros-bigB","SRR9008152-ric-67-Ros-bigB",0.0767665622446645
"AR119-1-bigB-m","SRR9008184-ric-78-Ros-bigB",0.0764319866737899
"SRR9008184-ric-78-Ros-bigB","AR119-1-bigB-m",0.0764319866737899
"U94-1-littleb-p","SRR9008231-inv-215-Cor-littleb",0.0761422397652636
"SRR9008231-inv-215-Cor-littleb","U94-1-littleb-p",0.0761422397652636
"SRR9008185-ric-70-Ros-bigB","SRR9008155-ric-73-Ros-bigB",0.0760729571560509
"SRR9008155-ric-73-Ros-bigB","SRR9008185-ric-70-Ros-bigB",0.0760729571560509
"U93-2-littleb-p","U13-1-littleb-p",0.0759192173953103
"U13-1-littleb-p","U93-2-littleb-p",0.0759192173953103
"AR119-1-bigB-m","SRR9008176-ric-110-Gua-bigB",0.0759005937354699
"SRR9008176-ric-110-Gua-bigB","AR119-1-bigB-m",0.0759005937354699
"U13-1-littleb-p","SRR9008173-mac-146-Col-littleb",0.075101129897928
"SRR9008173-mac-146-Col-littleb","U13-1-littleb-p",0.075101129897928
"AR172-1-littleb-p","SRR9008163-inv-225-Mis-littleb",0.0748087975117583
"SRR9008163-inv-225-Mis-littleb","AR172-1-littleb-p",0.0748087975117583
"SRR9008185-ric-70-Ros-bigB","SRR9008200-ric-88-Ros-bigB",0.0745932995756647
"SRR9008200-ric-88-Ros-bigB","SRR9008185-ric-70-Ros-bigB",0.0745932995756647
"SRR9008185-ric-70-Ros-bigB","SRR9008176-ric-110-Gua-bigB",0.0744999870026152
"SRR9008176-ric-110-Gua-bigB","SRR9008185-ric-70-Ros-bigB",0.0744999870026152
"AR172-1-littleb-p","SRR9008231-inv-215-Cor-littleb",0.0741629753236033
"SRR9008231-inv-215-Cor-littleb","AR172-1-littleb-p",0.0741629753236033
"AR55-3-littleb-p","AR56-2-littleb-p",0.0736265532114163
"AR56-2-littleb-p","AR55-3-littleb-p",0.0736265532114163
"AR179-5-littleb-p","SRR9008165-mac-143-Gua-littleb",0.0735436152651089
"SRR9008165-mac-143-Gua-littleb","AR179-5-littleb-p",0.0735436152651089
"AR119-1-bigB-m","SRR9008159-ric-118-Sal-bigB",0.0735302363197809
"SRR9008159-ric-118-Sal-bigB","AR119-1-bigB-m",0.0735302363197809
"SRR9008135-ric-76-Ros-littleb","AR179-5-littleb-p",0.0734297435771004
"AR179-5-littleb-p","SRR9008135-ric-76-Ros-littleb",0.0734297435771004
"U13-1-littleb-p","AR179-5-littleb-p",0.0725679392399101
"AR179-5-littleb-p","U13-1-littleb-p",0.0725679392399101
"SRR9008152-ric-67-Ros-bigB","SRR9008218-ric-99-Bol-bigB",0.0714635384618553
"SRR9008218-ric-99-Bol-bigB","SRR9008152-ric-67-Ros-bigB",0.0714635384618553
"U94-1-littleb-p","AR104-1-littleb-p",0.0714488188996395
"AR104-1-littleb-p","U94-1-littleb-p",0.0714488188996395
"U93-2-littleb-p","SRR9008116-ric-115-Gua-littleb",0.0711391873779456
"SRR9008116-ric-115-Gua-littleb","U93-2-littleb-p",0.0711391873779456
"AR169-14-bigB-p","SRR9008159-ric-118-Sal-bigB",0.0709124337504334
"SRR9008159-ric-118-Sal-bigB","AR169-14-bigB-p",0.0709124337504334
"SRR9008152-ric-67-Ros-bigB","SRR9008159-ric-118-Sal-bigB",0.0708880953467677
"SRR9008159-ric-118-Sal-bigB","SRR9008152-ric-67-Ros-bigB",0.0708880953467677
"AR104-1-littleb-p","SRR7028261-AL-139-littleb-p",0.0695688937446514
"SRR7028261-AL-139-littleb-p","AR104-1-littleb-p",0.0695688937446514
"AR119-1-bigB-m","SRR9008200-ric-88-Ros-bigB",0.068791516128042
"SRR9008200-ric-88-Ros-bigB","AR119-1-bigB-m",0.068791516128042
"U93-2-littleb-p","SRR9008135-ric-76-Ros-littleb",0.0677276149938114
"SRR9008135-ric-76-Ros-littleb","U93-2-littleb-p",0.0677276149938114
"Cox1-1-bigB-m","U44-2-bigB-p",0.0674231831202572
